state,date,facility,service,in_state,number,surCharge,initialAmount,additionalAmount,totalAmount,quoteRule,feeName,ratePerMinute
WI,1598748097185,JEFFERSON COUNTY SHERIFF'S OFFICE,Traditional Collect,false,3172324567,$0.000,$0.180,$0.180,$0.180,false,null,$0.000
WI,1598748097185,JEFFERSON COUNTY SHERIFF'S OFFICE,Voicemail,true,6082661212,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
WI,1598748097185,JEFFERSON COUNTY SHERIFF'S OFFICE,Voicemail,false,3172324567,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
WI,1598748101120,JUNEAU COUNTY JUSTICE CENTER,AdvancedConnect,true,6082661212,$0.000,$0.120,$0.120,$0.120,false,null,$0.000
WI,1598748101120,JUNEAU COUNTY JUSTICE CENTER,AdvancedConnect,false,7177872500,$0.000,$0.180,$0.180,$0.180,false,null,$0.000
WI,1598748101120,JUNEAU COUNTY JUSTICE CENTER,Direct Bill,true,6082661212,$0.000,$0.120,$0.120,$0.120,false,null,$0.000
WI,1598748101120,JUNEAU COUNTY JUSTICE CENTER,Direct Bill,false,7177872500,$0.000,$0.180,$0.180,$0.180,false,null,$0.000
WI,1598748101120,JUNEAU COUNTY JUSTICE CENTER,Inmate Debit,true,6082661212,$0.000,$0.120,$0.120,$0.120,false,null,$0.000
WI,1598748101120,JUNEAU COUNTY JUSTICE CENTER,Inmate Debit,false,7177872500,$0.000,$0.180,$0.180,$0.180,false,null,$0.000
WI,1598748101120,JUNEAU COUNTY JUSTICE CENTER,Traditional Collect,true,6082661212,$0.000,$0.120,$0.120,$0.120,false,null,$0.000
WI,1598748101120,JUNEAU COUNTY JUSTICE CENTER,Traditional Collect,false,7177872500,$0.000,$0.180,$0.180,$0.180,false,null,$0.000
WI,1598748101120,JUNEAU COUNTY JUSTICE CENTER,Voicemail,true,6082661212,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
WI,1598748101120,JUNEAU COUNTY JUSTICE CENTER,Voicemail,false,7177872500,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
WI,1598748104939,LA CROSSE COUNTY JAIL,AdvancedConnect,true,6082661212,$0.000,$4.640,$0.690,$4.640,false,null,$0.000
WI,1598748104939,LA CROSSE COUNTY JAIL,AdvancedConnect,false,8015381000,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748104939,LA CROSSE COUNTY JAIL,Direct Bill,true,6082661212,$0.000,$4.640,$0.690,$4.640,false,null,$0.000
WI,1598748104939,LA CROSSE COUNTY JAIL,Direct Bill,false,8015381000,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748104939,LA CROSSE COUNTY JAIL,Inmate Debit,true,6082661212,$0.000,$4.640,$0.690,$4.640,false,null,$0.000
WI,1598748104939,LA CROSSE COUNTY JAIL,Inmate Debit,false,8015381000,$0.000,$0.210,$0.210,$0.210,false,null,$0.000
WI,1598748104939,LA CROSSE COUNTY JAIL,Traditional Collect,true,6082661212,$0.000,$4.640,$0.690,$4.640,false,null,$0.000
WI,1598748104939,LA CROSSE COUNTY JAIL,Traditional Collect,false,8015381000,$0.000,$0.250,$0.250,$0.250,false,null,$0.000
WI,1598748104939,LA CROSSE COUNTY JAIL,Voicemail,true,6082661212,$0.000,$0.000,$0.000,$0.000,false,null,$0.000
